CodPro,SGE,status_A1,km_A1,n_vias_A1,ids_vias_A1,status_A2,km_A2,n_vias_A2,ids_vias_A2
OAE394,30086.0,encontrada,103.0295,15,BR-222;OSM-trunk_link;CE-176;Rodovia Doutor José Euclides Ferreira Gomes Júnior;Avenida Lindolfo Braga;Rua Luiz Matias;CE-240;OSM-tertiary;Rua Dezinho Teixeira;OSM-primary;CE-173,encontrada,163.5942,36,BR-222;OSM-trunk_link;CE-176;Rodovia Doutor José Euclides Ferreira Gomes Júnior;Avenida Lindolfo Braga;Rua Luiz Matias;CE-240;OSM-tertiary;Rua Dezinho Teixeira;OSM-primary;BR-402;CE-240;BR-402;CE-354;Avenida Anastácio Braga;Rua Dom Aureliano Matos;CE-168;CE-333;URB-178;URB-070;CE-243;URB-060;CE-243;Rua Fausto Pinheiro;Rua Manoel Luiz da Rocha;Rua Major João Ribeiro;Rua Major Joaquim Alexandre;Avenida Paulo Bastos
OAE395,30087.0,encontrada,113.9412,24,BR-222;CE-173;Rua Principal;OSM-tertiary;Rua Joaquim Rodrigues Teixeira de Menezes;Rua Urbano Teixeira de Menezes;BR-402;CE-354;CE-168;CE-333;URB-178;URB-070;CE-243;URB-060;CE-243;Rua Fausto Pinheiro;Rua Manoel Luiz da Rocha;Rua Major João Ribeiro;Rua Major Joaquim Alexandre;OSM-trunk_link;Avenida Paulo Bastos,encontrada,163.5548,36,BR-222;OSM-trunk_link;CE-176;Rodovia Doutor José Euclides Ferreira Gomes Júnior;Avenida Lindolfo Braga;Rua Luiz Matias;CE-240;OSM-tertiary;Rua Dezinho Teixeira;OSM-primary;BR-402;CE-240;BR-402;CE-354;Avenida Anastácio Braga;Rua Dom Aureliano Matos;CE-168;CE-333;URB-178;URB-070;CE-243;URB-060;CE-243;Rua Fausto Pinheiro;Rua Manoel Luiz da Rocha;Rua Major João Ribeiro;Rua Major Joaquim Alexandre;Avenida Paulo Bastos
OAE396,30088.0,encontrada,113.9684,24,BR-222;OSM-trunk_link;Avenida Paulo Bastos;CE-173;Rua Principal;OSM-tertiary;Rua Joaquim Rodrigues Teixeira de Menezes;Rua Urbano Teixeira de Menezes;BR-402;CE-354;CE-168;CE-333;URB-178;URB-070;CE-243;URB-060;CE-243;Rua Fausto Pinheiro;Rua Manoel Luiz da Rocha;Rua Major João Ribeiro;Rua Major Joaquim Alexandre,encontrada,163.582,36,BR-222;OSM-trunk_link;Avenida Paulo Bastos;CE-176;Rodovia Doutor José Euclides Ferreira Gomes Júnior;Avenida Lindolfo Braga;Rua Luiz Matias;CE-240;OSM-tertiary;Rua Dezinho Teixeira;OSM-primary;BR-402;CE-240;BR-402;CE-354;Avenida Anastácio Braga;Rua Dom Aureliano Matos;CE-168;CE-333;URB-178;URB-070;CE-243;URB-060;CE-243;Rua Fausto Pinheiro;Rua Manoel Luiz da Rocha;Rua Major João Ribeiro;Rua Major Joaquim Alexandre
OAE397,30089.0,encontrada,113.9694,24,BR-222;CE-243;Rua Major Joaquim Alexandre;Rua Major João Ribeiro;Rua Manoel Luiz da Rocha;Rua Fausto Pinheiro;CE-243;URB-060;URB-178;URB-070;CE-333;CE-168;BR-402;CE-354;Rua Urbano Teixeira de Menezes;Rua Joaquim Rodrigues Teixeira de Menezes;OSM-tertiary;Rua Principal;CE-173;Avenida Paulo Bastos;OSM-trunk_link,encontrada,163.5831,36,BR-222;CE-243;Rua Major Joaquim Alexandre;Rua Major João Ribeiro;Rua Manoel Luiz da Rocha;Rua Fausto Pinheiro;CE-243;URB-060;URB-178;URB-070;CE-333;CE-168;BR-402;CE-354;Rua Dom Aureliano Matos;Avenida Anastácio Braga;BR-402;CE-240;CE-240;OSM-primary;Rua Dezinho Teixeira;OSM-tertiary;Rua Luiz Matias;Avenida Lindolfo Braga;CE-176;Rodovia Doutor José Euclides Ferreira Gomes Júnior;OSM-trunk_link;Avenida Paulo Bastos
OAE398,30090.0,encontrada,113.9519,24,BR-222;CE-243;Rua Major Joaquim Alexandre;Rua Major João Ribeiro;Rua Manoel Luiz da Rocha;Rua Fausto Pinheiro;CE-243;URB-060;URB-178;URB-070;CE-333;CE-168;BR-402;CE-354;Rua Urbano Teixeira de Menezes;Rua Joaquim Rodrigues Teixeira de Menezes;OSM-tertiary;Rua Principal;CE-173;Avenida Paulo Bastos;OSM-trunk_link,encontrada,163.5656,36,BR-222;CE-243;Rua Major Joaquim Alexandre;Rua Major João Ribeiro;Rua Manoel Luiz da Rocha;Rua Fausto Pinheiro;CE-243;URB-060;URB-178;URB-070;CE-333;CE-168;BR-402;CE-354;Rua Dom Aureliano Matos;Avenida Anastácio Braga;BR-402;CE-240;CE-240;OSM-primary;Rua Dezinho Teixeira;OSM-tertiary;Rua Luiz Matias;Avenida Lindolfo Braga;CE-176;Rodovia Doutor José Euclides Ferreira Gomes Júnior;OSM-trunk_link;Avenida Paulo Bastos
OAE399,30091.0,encontrada,29.8736,8,BR-222;CE-168;Rua Antônio Braga;Rua Francisco José de Oliveira;OSM-tertiary;CE-243,encontrada,29.8736,8,BR-222;CE-168;Rua Antônio Braga;Rua Francisco José de Oliveira;OSM-tertiary;CE-243
OAE400,30092.0,encontrada,29.8153,8,BR-222;OSM-tertiary;CE-243;Rua Francisco José de Oliveira;Rua Antônio Braga;CE-168,encontrada,29.8153,8,BR-222;OSM-tertiary;CE-243;Rua Francisco José de Oliveira;Rua Antônio Braga;CE-168
OAE401,30093.0,encontrada,20.0395,3,BR-222;OSM-tertiary,encontrada,20.0395,3,BR-222;OSM-tertiary
OAE402,30094.0,encontrada,8.7599,4,BR-222;CE-168;OSM-tertiary,encontrada,8.7599,4,BR-222;CE-168;OSM-tertiary
OAE403,30095.0,encontrada,23.7583,10,BR-222;Avenida Cruzeiro do Sul;Rua Coronel Correia;Rua Barão de Ibiapaba;Avenida da Integração;Avenida Contorno Norte;BR-020;BR-222;OSM-trunk_link,encontrada,26.9786,10,BR-222;Avenida Cruzeiro do Sul;Rua Coronel Correia;Rua Barão de Ibiapaba;Avenida da Integração;Avenida de Contorno Leste;Rodovia Raimundo Pessoa de Araújo;BR-020
OAE404,30096.0,encontrada,34.5543,9,BR-222;Avenida Cruzeiro do Sul;Rua José Holanda Nogueira;CE-085;Estrada do Garrote;Estrada Garrote;OSM-tertiary,encontrada,34.5543,9,BR-222;Avenida Cruzeiro do Sul;Rua José Holanda Nogueira;CE-085;Estrada do Garrote;Estrada Garrote;OSM-tertiary
OAE405,30097.0,encontrada,34.5788,9,BR-222;Avenida Cruzeiro do Sul;Rua José Holanda Nogueira;CE-085;Estrada do Garrote;Estrada Garrote;OSM-tertiary,encontrada,34.5788,9,BR-222;Avenida Cruzeiro do Sul;Rua José Holanda Nogueira;CE-085;Estrada do Garrote;Estrada Garrote;OSM-tertiary
OAE406,30098.0,encontrada,18.881,5,BR-222;CE-348;Estrada Garrote;OSM-tertiary,encontrada,18.881,5,BR-222;CE-348;Estrada Garrote;OSM-tertiary
OAE407,30099.0,encontrada,39.8899,8,BR-222;CE-156;CE-085;OSM-trunk_link;OSM-tertiary;Estrada da Área da Petrobrás;CE-348,encontrada,39.8899,8,BR-222;CE-156;CE-085;OSM-trunk_link;OSM-tertiary;Estrada da Área da Petrobrás;CE-348
OAE408,30100.0,encontrada,39.9188,8,BR-222;CE-348;Estrada da Área da Petrobrás;OSM-tertiary;OSM-trunk_link;CE-085;CE-156,encontrada,39.9188,8,BR-222;CE-348;Estrada da Área da Petrobrás;OSM-tertiary;OSM-trunk_link;CE-085;CE-156
OAE409,30101.0,encontrada,39.8625,8,BR-222;CE-348;Estrada da Área da Petrobrás;OSM-tertiary;OSM-trunk_link;CE-085;CE-156,encontrada,39.8625,8,BR-222;CE-348;Estrada da Área da Petrobrás;OSM-tertiary;OSM-trunk_link;CE-085;CE-156
OAE410,30102.0,encontrada,55.0342,13,BR-222;Rua Porfirio de Araujo;CE-341;OSM-primary_link;CE-341;BR-222;CE-085;CE-423;Rua Eretides Martins;Avenida Coronel Neco Martins,encontrada,55.0342,13,BR-222;Rua Porfirio de Araujo;CE-341;OSM-primary_link;CE-341;BR-222;CE-085;CE-423;Rua Eretides Martins;Avenida Coronel Neco Martins
OAE411,30103.0,encontrada,57.8687,12,BR-222;Estrada Croatá-Pentecoste;CE-341;OSM-primary_link;CE-426;CE-162;Rua Rochael Moreira;Rua Prudencio Bezerra;Rua Pedro Cipriano;Avenida Pedro Cipriano,encontrada,108.304,10,BR-222;OSM-primary;CE-341;CE-341;CE-354;CE-341;CE-162;CE-235;CE-341;CE-235;OSM-tertiary
OAE412,30104.0,encontrada,68.3733,9,BR-222;CE-235;CE-354;CE-162;Rua Padre Sinval Facundo;CE-341;CE-354;CE-341;OSM-primary,encontrada,108.1428,10,BR-222;OSM-tertiary;CE-235;CE-341;CE-235;CE-341;CE-162;CE-341;CE-354;CE-341;OSM-primary
OAE413,30105.0,encontrada,68.5228,9,BR-222;OSM-primary;CE-341;CE-341;CE-354;Rua Padre Sinval Facundo;CE-162;CE-354;CE-235,encontrada,108.2924,10,BR-222;OSM-primary;CE-341;CE-341;CE-354;CE-341;CE-162;CE-235;CE-341;CE-235;OSM-tertiary
OAE414,30106.0,encontrada,68.5062,9,BR-222;CE-235;CE-354;CE-162;Rua Padre Sinval Facundo;CE-341;CE-354;CE-341;OSM-primary,encontrada,108.2757,10,BR-222;OSM-tertiary;CE-235;CE-341;CE-235;CE-341;CE-162;CE-341;CE-354;CE-341;OSM-primary
OAE415,30107.0,encontrada,8.6838,1,BR-222,encontrada,8.6838,1,BR-222
OAE416,30108.0,encontrada,30.122,14,BR-222;BR-402;CE-243;CE-354;OSM-tertiary;CE-354;Rua Walter Moraes;Rua Francisco Gomes dos Santos;Rua José Alexandre;Rua Felisbela Caetano;CE-235,encontrada,57.3085,13,BR-222;BR-402;CE-243;CE-354;CE-243;URB-040;CE-243;Rua Farmacêutico José Rodrigues;CE-243;URB-060;CE-243;URB-164;Avenida Júlio Pinheiro Bastos;OSM-tertiary
OAE417,30109.0,encontrada,49.52,18,BR-222;OSM-tertiary;Avenida Júlio Pinheiro Bastos;CE-243;CE-243;URB-164;CE-243;URB-060;Rua Farmacêutico José Rodrigues;CE-243;URB-040;CE-354;Rua Walter Moraes;Rua Francisco Gomes dos Santos;Rua José Alexandre;Rua Felisbela Caetano,encontrada,57.2716,13,BR-222;OSM-tertiary;Avenida Júlio Pinheiro Bastos;CE-243;CE-243;URB-164;CE-243;URB-060;Rua Farmacêutico José Rodrigues;CE-243;URB-040;CE-243;CE-354;BR-402
OAE418,30110.0,encontrada,49.5404,18,BR-222;CE-354;Rua Felisbela Caetano;Rua José Alexandre;Rua Francisco Gomes dos Santos;Rua Walter Moraes;OSM-tertiary;CE-243;URB-040;CE-243;Rua Farmacêutico José Rodrigues;CE-243;URB-060;CE-243;URB-164;Avenida Júlio Pinheiro Bastos,encontrada,57.292,13,BR-222;BR-402;CE-243;CE-354;CE-243;URB-040;CE-243;Rua Farmacêutico José Rodrigues;CE-243;URB-060;CE-243;URB-164;Avenida Júlio Pinheiro Bastos;OSM-tertiary
OAE419,30111.0,encontrada,49.5112,18,BR-222;CE-354;Rua Felisbela Caetano;Rua José Alexandre;Rua Francisco Gomes dos Santos;Rua Walter Moraes;OSM-tertiary;CE-243;URB-040;CE-243;Rua Farmacêutico José Rodrigues;CE-243;URB-060;CE-243;URB-164;Avenida Júlio Pinheiro Bastos,encontrada,57.2629,13,BR-222;BR-402;CE-243;CE-354;CE-243;URB-040;CE-243;Rua Farmacêutico José Rodrigues;CE-243;URB-060;CE-243;URB-164;Avenida Júlio Pinheiro Bastos;OSM-tertiary
